ID,Name,Sex,Age,Height,Weight,Sport,Event,Medal
88353,Arvo Kalle Olavi Ojanper,M,30,184,71,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
88359,"Octavio ""Augie"" Ojeda",M,21,175,79,Baseball,Baseball Men's Baseball,Bronze
88380,"George Cornelius ""Con"" O'Kelly, Sr.",M,21,190,100,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Gold
88381,Emilie Louise O'Konor,F,22,171,67,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
88402,"Chukwuemeka Noubuisi ""Emeka"" Okafor",M,21,205,115,Basketball,Basketball Men's Basketball,Bronze
88404,Blessing Okagbare (-Ighoteguonor),F,19,181,71,Athletics,Athletics Women's Long Jump,Bronze
88415,Mariko Okamoto (-Nakano),F,20,173,66,Volleyball,Volleyball Women's Volleyball,Silver
88420,Yoriko Okamoto,F,29,169,67,Taekwondo,Taekwondo Women's Welterweight,Bronze
88426,Isao Okano,M,20,171,80,Judo,Judo Men's Middleweight,Gold
88446,Uche Alozie Okechukwu,M,28,189,85,Football,Football Men's Football,Gold
88468,Seiji Oko,M,20,194,92,Volleyball,Volleyball Men's Volleyball,Silver
88469,"Augustine Azuka ""Jay-Jay"" Okocha",M,22,170,74,Football,Football Men's Football,Gold
88474,Courtney Okolo,F,22,173,59,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
88478,Chibuzor Augustine Okonkwo,M,19,177,69,Football,Football Men's Football,Silver
88485,Antonina Nikolayevna Okorokova-Lazareva,F,27,182,68,Athletics,Athletics Women's High Jump,Silver
88487,Solomon Ndubisi Okoronkwo,M,21,186,81,Football,Football Men's Football,Silver
88499,Clia Okoyino da Mbabi (-ai),F,20,173,63,Football,Football Women's Football,Bronze
88519,Hideaki Okubo,M,27,176,78,Baseball,Baseball Men's Baseball,Silver
88526,Nozomi Okuhara,F,21,156,51,Badminton,Badminton Women's Singles,Bronze
88534,Fumiko Okuno,F,20,160,49,Synchronized Swimming,Synchronized Swimming Women's Solo,Bronze
88562,Leire Olaberria Dorronsoro,F,31,172,61,Cycling,Cycling Women's Points Race,Bronze
88580,Hakeem Abdul Olajuwon,M,33,213,113,Basketball,Basketball Men's Basketball,Gold
88583,"Jess ""Josu"" Olalla Iraeta",M,25,196,95,Handball,Handball Men's Handball,Bronze
88593,Rafael Andrs Olarra Guerrero,M,22,184,75,Football,Football Men's Football,Bronze
88594,Costic Olaru,M,23,169,75,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Bronze
88596,Maria Olaru,F,18,163,48,Gymnastics,Gymnastics Women's Individual All-Around,Silver
88612,Bernd Olbricht,M,19,189,85,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",Gold
88633,Pia-Sophie Oldhafer,F,24,166,55,Hockey,Hockey Women's Hockey,Bronze
88634,Sam Joshua Oldham,M,19,168,62,Gymnastics,Gymnastics Men's Team All-Around,Bronze
88639,"Walter Raymond ""Wally"" Olds",M,22,188,89,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
88640,Artur Olech,M,24,160,51,Boxing,Boxing Men's Flyweight,Silver
88641,Janusz Roman Olech,M,23,179,75,Fencing,"Fencing Men's Sabre, Individual",Silver
88651,"Penelope ""Penny"" Oleksiak",F,16,185,68,Swimming,Swimming Women's 100 metres Freestyle,Gold
88657,Elisabeta Oleniuc-Lip,F,19,183,80,Rowing,Rowing Women's Double Sculls,Gold
88666,Gennady Yuryevich Oleshchuk,M,25,160,62,Weightlifting,Weightlifting Men's Featherweight,Bronze
88671,Rostislav Olesz,M,20,186,88,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
88694,Johan Fredrik Olin,M,28,180,120,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
88699,Sunday Ogorchukwu Oliseh,M,21,183,78,Football,Football Men's Football,Gold
88707,Patrizio Oliva,M,21,176,64,Boxing,Boxing Men's Light-Welterweight,Gold
88708,Roc Oliva Isern,M,19,180,78,Hockey,Hockey Men's Hockey,Silver
88748,David Oliver,M,26,191,93,Athletics,Athletics Men's 110 metres Hurdles,Bronze
88773,Hctor Olivera Amaro,M,23,187,77,Baseball,Baseball Men's Baseball,Silver
88787,Joseph Adolphe Thophile Olivier,M,25,180,74,Rugby,Rugby Men's Rugby,Gold
88788,Marc-Antoine Olivier,M,20,183,64,Swimming,Swimming Men's 10 kilometres Open Water,Bronze
88796,V'iacheslav Mykolaiovych Oliynyk,M,30,178,85,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Gold
88798,Nadiya Fedorivna Olizarenko (Mushta-),F,26,165,57,Athletics,Athletics Women's 800 metres,Gold
88833,"Barbara ""Barb"" Olmsted",F,24,173,71,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
88837,Violet Rose Olney (-Parish),F,25,162,56,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
88853,Jean-Claude Patrice Jacques Bernard Olry,M,22,171,58,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
88854,Jean-Louis Ren Olry,M,26,169,63,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
88884,Justin Bradley Olsen,M,22,188,107,Bobsleigh,Bobsleigh Men's Four,Gold
88896,Morten Olsen,M,31,184,95,Handball,Handball Men's Handball,Gold
88913,Reno Bent Olsen,M,21,173,70,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Gold
88948,"Weldon Howard ""Weldy"" Olson",M,23,178,72,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
88951,Anna Gunilla Olsson,F,20,165,58,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
89006,Ioana Olteanu (Clin-),F,26,178,74,Rowing,Rowing Women's Coxed Eights,Silver
89028,Nikolay Igorevich Olyunin,M,22,180,84,Snowboarding,Snowboarding Men's Boardercross,Silver
89040,Om Yun-Chol,M,20,151,56,Weightlifting,Weightlifting Men's Bantamweight,Gold
89056,Kano Omata,F,20,160,48,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
89069,Viktor Ivanovych Omelianovych,M,30,190,88,Rowing,Rowing Men's Coxed Eights,Silver
89075,Navina Omilade (-Keller),F,22,176,63,Football,Football Women's Football,Bronze
89103,Shaquille Rashuan O'Neal,M,24,216,137,Basketball,Basketball Men's Basketball,Gold
89123,Givi Onashvili,M,25,192,115,Judo,Judo Men's Heavyweight,Bronze
89176,Hitoshi Ono,M,19,187,80,Baseball,Baseball Men's Baseball,Silver
89186,Shohei Ono,M,24,170,73,Judo,Judo Men's Lightweight,Gold
89207,Ayana Onozuka,F,25,158,50,Freestyle Skiing,Freestyle Skiing Women's Halfpipe,Bronze
89221,"Fredrick Momanyi ""Fred"" Onyancha",M,27,170,64,Athletics,Athletics Men's 800 metres,Bronze
89228,Volodymyr Ivanovych Onyshchenko,M,22,176,71,Football,Football Men's Football,Bronze
89254,Maksim Aleksandrovich Opalev,M,21,184,93,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
89255,Charity Opara (-Asonze),F,24,170,60,Athletics,Athletics Women's 4 x 400 metres Relay,Silver
89260,Mobi Patrick Oparaku,M,19,168,68,Football,Football Men's Football,Gold
89285,Peter Allen Oppegard,M,28,183,79,Figure Skating,Figure Skating Mixed Pairs,Bronze
89286,Richard Craig Oppel,M,21,193,91,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Gold
89287,Britta Oppelt,F,26,172,69,Rowing,Rowing Women's Double Sculls,Silver
89301,Marian Oprea,M,22,191,85,Athletics,Athletics Men's Triple Jump,Silver
89303,Vasile Oprea,M,27,183,83,Handball,Handball Men's Handball,Bronze
89318,Carlos Mario Oquendo Zabala,M,24,186,85,Cycling,Cycling Men's BMX,Bronze
89324,Heather Ann OReilly (-Werry),F,19,165,60,Football,Football Women's Football,Gold
89357,rpd Orbn,M,26,190,84,Football,Football Men's Football,Gold
89363,Lszl Orbn,M,22,167,62,Boxing,Boxing Men's Lightweight,Silver
89368,Olga Orban-Szabo (Orbn-Szab),F,18,161,55,Fencing,"Fencing Women's Foil, Individual",Silver
89373,Simon Orchard,M,26,186,82,Hockey,Hockey Men's Hockey,Bronze
89447,Vittorio Orlandi,M,33,171,65,Equestrianism,"Equestrianism Mixed Jumping, Team",Bronze
89462,Vladimir Aleksandrovich Orlov,M,25,180,75,Speed Skating,Speed Skating Men's 500 metres,Silver
89476,Bernard Pawe Ormanowski,M,20,174,68,Rowing,Rowing Men's Coxed Fours,Bronze
89477,Luis Patricio Ormazbal Mozo,M,21,170,65,Football,Football Men's Football,Bronze
89483,Mark Sebastian Clive Ormrod,M,21,185,73,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
89488,Mikael Gustaf rn,M,22,195,95,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,Bronze
89492,Bror Karl Stefan rnskog,M,24,180,79,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
89497,Rozalia Oros (-Husti/-Huszti),F,20,168,55,Fencing,"Fencing Women's Foil, Team",Silver
89503,Pl Orosz,M,26,177,78,Football,Football Men's Football,Bronze
89505,Alejandra Orozco Loza,F,15,156,47,Diving,Diving Women's Synchronized Platform,Silver
89515,Richard Brooks Orpik,M,29,188,99,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
89522,"Victoria Elaine ""Vickie"" Orr (-Wiley)",F,25,190,75,Basketball,Basketball Women's Basketball,Bronze
89531,Brian Ernest Orser,M,22,170,61,Figure Skating,Figure Skating Men's Singles,Silver
89533,Raimundo Bibiani Orsi,M,26,169,68,Football,Football Men's Football,Silver
89543,Antonio Carlos Ortega Prez,M,29,184,86,Handball,Handball Men's Handball,Bronze
89544,Ariel Arnaldo Ortega,M,22,170,64,Football,Football Men's Football,Silver
89582,Idalys Ortz Bocourt,F,18,180,95,Judo,Judo Women's Heavyweight,Bronze
89583,Ignacio Ortz,M,29,180,76,Hockey,Hockey Men's Hockey,Gold
89593,Luis Ortz Flores,M,18,175,60,Boxing,Boxing Men's Lightweight,Silver
89599,"Matilde ""Mati"" Ortz Reyes",F,21,174,67,Water Polo,Water Polo Women's Water Polo,Silver
89614,Yaima Ortz Charro,F,22,181,72,Volleyball,Volleyball Women's Volleyball,Bronze
89619,Patrick Ortlieb,M,24,189,92,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
89626,George Washington F. Orton,M,27,169,65,Athletics,Athletics Men's 400 metres Hurdles,Bronze
89633,Vugar Narimanovich Orudzhov,M,20,155,54,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle",Bronze
89634,Wilson Oruma,M,19,176,71,Football,Football Men's Football,Gold
89636,Selin Oruz,F,19,172,60,Hockey,Hockey Women's Hockey,Bronze
89637,Timur Oruz,M,21,186,87,Hockey,Hockey Men's Hockey,Bronze
89638,Bernice Jane Orwig,F,23,182,77,Water Polo,Water Polo Women's Water Polo,Silver
89651,Hans-Henrik rsted,M,25,186,76,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
89655,Timothy Leo O'Shannessey,M,24,182,77,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
89658,"Daniel Patrick ""Danny"" O'Shea",M,22,185,86,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
89659,Glenn O'Shea,M,23,180,76,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
89663,Shyril O'Steen,F,23,176,67,Rowing,Rowing Women's Coxed Eights,Gold
89666,"Rachel Kealaonapua ""Keala"" O'Sullivan (-Watson)",F,17,165,57,Diving,Diving Women's Springboard,Bronze
89670,Shawn O'Sullivan,M,22,178,71,Boxing,Boxing Men's Light-Middleweight,Silver
89675,Liliya Semenivna Osadcha,F,23,177,79,Volleyball,Volleyball Women's Volleyball,Silver
89681,Yoshihiko Osaki,M,21,176,68,Swimming,Swimming Men's 200 metres Breaststroke,Silver
89683,Akinobu Osako,M,27,170,80,Judo,Judo Men's Middleweight,Bronze
89695,Agnes Osazuwa (-Olatunji),F,19,162,65,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
89697,Harold Marion Osborn (Osborne-),M,25,181,73,Athletics,Athletics Men's High Jump,Gold
89698,John Osborn,M,30,180,69,Sailing,Sailing Mixed Multihull,Gold
89707,Ruth Irene Osburn,F,20,170,59,Athletics,Athletics Women's Discus Throw,Silver
89709,Oscar dos Santos Emboaba Jnior,M,20,179,68,Football,Football Men's Football,Silver
89728,"Martinus Bernardus ""Tinus"" Osendarp",M,20,176,80,Athletics,Athletics Men's 100 metres,Bronze
89733,Stepan Mikhaylovich Oshchepkov,M,30,175,82,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
89739,Kenkichi Oshima,M,23,175,67,Athletics,Athletics Men's Triple Jump,Bronze
89740,Koichi Oshima,M,25,165,65,Baseball,Baseball Men's Baseball,Bronze
89762,Leonid Mikhaylovich Osipov,M,21,187,90,Water Polo,Water Polo Men's Water Polo,Bronze
89764,Irina Viktorovna Osipova (-Minayeva),F,23,187,72,Basketball,Basketball Women's Basketball,Bronze
89766,Guntis Osis,M,25,183,89,Bobsleigh,Bobsleigh Men's Four,Bronze
89786,Kanybek Osmonaliyevich Osmonaliyev,M,26,158,52,Weightlifting,Weightlifting Men's Flyweight,Gold
89811,Rainer Osselmann,M,24,186,88,Water Polo,Water Polo Men's Water Polo,Bronze
89818,Marian Wiesaw Ostafiski,M,25,181,78,Football,Football Men's Football,Gold
89822,Aleksey Aleksandrovich Ostapenko,M,22,208,94,Volleyball,Volleyball Men's Volleyball,Bronze
89841,"Catherine Leigh ""Cat"" Osterman",F,21,188,79,Softball,Softball Women's Softball,Gold
89843,Micheline O. M. Ostermeyer (-Ghazarian),F,25,179,73,Athletics,Athletics Women's High Jump,Bronze
89872,Krystyna Ostromcka-Guryn,F,20,176,62,Volleyball,Volleyball Women's Volleyball,Bronze
89889,Denis Oswald,M,21,181,77,Rowing,Rowing Men's Coxed Fours,Bronze
89892,Roy Edward Oswalt,M,23,180,77,Baseball,Baseball Men's Baseball,Gold
89895,Istvn Osztrics,M,22,183,78,Fencing,"Fencing Men's epee, Team",Gold
89920,"Maureen ""Mo"" O'Toole (Mendoza-)",F,39,177,64,Water Polo,Water Polo Women's Water Polo,Silver
89922,Akira Ota,M,27,180,95,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Silver
89927,Shinobu Ota,M,22,165,65,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Silver
89929,Takuya Ota,M,26,171,74,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
89944,Sachiko Otani,F,18,177,78,Volleyball,Volleyball Women's Volleyball,Bronze
89945,Dzhamal Sultanovich Otarsultanov,M,25,163,55,Wrestling,"Wrestling Men's Featherweight, Freestyle",Gold
89971,Svetla Khristova Otsetova,F,25,171,62,Rowing,Rowing Women's Double Sculls,Gold
89990,Mirjam Ott,F,30,162,58,Curling,Curling Women's Curling,Silver
89992,Patricia Ott (-Stelter),F,24,168,61,Hockey,Hockey Women's Hockey,Silver
89998,Anne Ottenbrite (-Muylaert),F,18,175,60,Swimming,Swimming Women's 100 metres Breaststroke,Silver
90007,Merlene Joyce Ottey-Page,F,20,175,62,Athletics,Athletics Women's 200 metres,Bronze
90013,Bjrn Otto,M,34,191,90,Athletics,Athletics Men's Pole Vault,Silver
90015,Frank Markus Otto,M,25,193,94,Water Polo,Water Polo Men's Water Polo,Bronze
90020,Kristin Otto,F,22,185,70,Swimming,Swimming Women's 50 metres Freestyle,Gold
90038,Christina Brregaard Otzen,F,28,168,62,Sailing,Sailing Women's Three Person Keelboat,Bronze
90042,Ou Jingbai,F,25,174,70,Softball,Softball Women's Softball,Silver
90081,Caroline Ouellette,F,22,180,77,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
90085,Oussama Al-Oueslati,M,20,199,80,Taekwondo,Taekwondo Men's Welterweight,Bronze
90086,Wayne Daniel Ough,M,25,190,95,Baseball,Baseball Men's Baseball,Silver
90122,Sofiane Oumiha,M,21,174,60,Boxing,Boxing Men's Lightweight,Silver
90133,Sarah Ourahmoune,F,34,158,51,Boxing,Boxing Women's Flyweight,Silver
90160,Yelena Valeryevna Ovchinnikova,F,26,173,61,Synchronized Swimming,Synchronized Swimming Women's Team,Gold
90162,Jelena Ovchinnikova-ebukina,F,22,188,77,Volleyball,Volleyball Women's Volleyball,Gold
90165,Nadezhda Ovechkina,F,21,156,59,Hockey,Hockey Women's Hockey,Bronze
90166,Tatyana Nikolayevna Ovechkina (Kabayeva-),F,26,174,69,Basketball,Basketball Women's Basketball,Gold
90170,Carla Overbeck (Werden-),F,28,170,56,Football,Football Women's Football,Gold
90182,Kevin Clifford James Overland (-Crockett),M,23,184,88,Speed Skating,Speed Skating Men's 500 metres,Bronze
90201,Oleg Vladimirovich Ovsyannikov,M,28,184,75,Figure Skating,Figure Skating Mixed Ice Dancing,Silver
90211,"Edwyn Robert ""Bob"" Owen",M,23,180,79,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
90212,"Edward ""Eddie"" Owen",M,21,170,61,Athletics,Athletics Men's 5 mile,Silver
90226,"James Cleveland ""Jesse"" Owens",M,22,178,71,Athletics,Athletics Men's 100 metres,Gold
90241,Lily Isabelle Owsley,F,21,170,70,Hockey,Hockey Women's Hockey,Gold
90252,Tom Erik Oxholm,M,20,183,80,Speed Skating,"Speed Skating Men's 5,000 metres",Bronze
90257,Chris Andrew Oxspring,M,27,184,82,Baseball,Baseball Men's Baseball,Silver
90262,"Yoshinobu ""Yoshi"" Oyakawa",M,18,169,70,Swimming,Swimming Men's 100 metres Backstroke,Gold
90284,Mehmet zal,M,30,180,96,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
90305,Sanja Oegovi (-Gobac),F,21,173,60,Basketball,Basketball Women's Basketball,Bronze
90311,Czars Ozers,M,23,181,81,Basketball,Basketball Men's Basketball,Silver
90317,Norbert Wojciech Ozimek,M,23,180,81.5,Weightlifting,Weightlifting Men's Light-Heavyweight,Bronze
90322,Hseyin zkan (Bisultanov-),M,28,165,68,Judo,Judo Men's Half-Lightweight,Gold
90324,Sibel zkan,F,20,155,48,Weightlifting,Weightlifting Women's Flyweight,Silver
90333,Elvra Ozolia (-Lse),F,20,176,67,Athletics,Athletics Women's Javelin Throw,Gold
90340,Dainis Ozols,M,25,178,74,Cycling,"Cycling Men's Road Race, Individual",Bronze
90348,Andrs Ozsvr,M,23,182,140,Judo,Judo Men's Open Class,Bronze
90376,"Rodney Earland ""Rod"" Paavola",M,20,183,86,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
90382,Erin Pac (-Blumert),F,29,170,77,Bobsleigh,Bobsleigh Women's Two,Bronze
90389,Darrell Owen Pace,M,19,180,64,Archery,Archery Men's Individual,Gold
90401,Tomas Pasas,M,24,188,81,Basketball,Basketball Men's Basketball,Bronze
90409,Antonio Pacheco Mass,M,28,189,94,Baseball,Baseball Men's Baseball,Gold
90420,Nilton Pacheco de Oliveira,M,28,180,78,Basketball,Basketball Men's Basketball,Bronze
90442,Joe Pack,M,23,175,84,Freestyle Skiing,Freestyle Skiing Men's Aerials,Silver
90449,Ann Elizabeth Packer (-Brightwell),F,22,169,57,Athletics,Athletics Women's 400 metres,Silver
90454,Mrta Pacsai-Megyeri,F,23,182,74,Handball,Handball Women's Handball,Bronze
90462,Ildik Pdr,F,26,178,72,Handball,Handball Women's Handball,Bronze
90466,"Charles William ""Charley"" Paddock",M,19,172,75,Athletics,Athletics Men's 100 metres,Gold
90471,Willi Padge,M,16,168,56,Rowing,Rowing Men's Coxed Eights,Gold
90491,Juan Padilla Alfonso,M,26,177,74,Baseball,Baseball Men's Baseball,Gold
90512,Paek Myong-Suk,F,18,175,78,Volleyball,Volleyball Women's Volleyball,Bronze
90546,Bryony Kate Frances Page,F,25,172,60,Trampolining,Trampolining Women's Individual,Silver
90547,Danielle Nicole Page,F,29,188,77,Basketball,Basketball Women's Basketball,Bronze
90553,"Jeremy Louis ""Jerry"" Page",M,23,174,63,Boxing,Boxing Men's Light-Welterweight,Gold
90581,Marta Pagnini,F,21,175,58,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
90591,Olof Samuel Phlsson,M,28,181,94,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
90595,Pai Kun-Hong,M,22,172,72,Baseball,Baseball Men's Baseball,Silver
90604,Caleb Paine,M,25,191,98,Sailing,Sailing Men's One Person Heavyweight Dinghy,Bronze
90631,Mariana Pajn Londoo,F,20,158,50,Cycling,Cycling Women's BMX,Gold
90637,Marc Pajot,M,18,183,74,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
90638,Yves Pajot,M,20,182,73,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Silver
90643,Pak Chol-Min,M,25,169,70,Judo,Judo Men's Half-Lightweight,Bronze
90670,Albert Aleksandrovich Pakeyev,M,28,165,51,Boxing,Boxing Men's Flyweight,Bronze
90691,Tibor Pl,M,24,168,66,Football,Football Men's Football,Bronze
90739,Iryna Havrylivna Palchykova (Biletska-),F,21,178,66,Handball,Handball Women's Handball,Gold
90768,Ramazan Paliani,M,18,172,57,Boxing,Boxing Men's Featherweight,Bronze
90777,Katalin Plinger,F,21,183,72,Handball,Handball Women's Handball,Silver
90781,Ireneusz Paliski,M,28,181,86.5,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
90784,Diana Boneva Paliyska,F,22,173,66,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
90792,Olga Pall (-Scartezzini),F,20,170,69,Alpine Skiing,Alpine Skiing Women's Downhill,Gold
90815,Bror Viking Palm,M,28,181,87,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Gold
90816,Adiel Palma Lpez,M,33,190,77,Baseball,Baseball Men's Baseball,Gold
90842,Henry Crawford Palmer,M,29,208,105,Basketball,Basketball Men's Basketball,Silver
90855,Kirk Palmer,M,21,194,87,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
90878,Bengt Valdemar Palmquist,M,33,176,72,Sailing,Sailing Mixed Three Person Keelboat,Gold
90881,Marko Mikael Palo,M,26,180,88,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
90887,Angelo Palombo,M,22,176,72,Football,Football Men's Football,Bronze
90897,Kroly Palotai (Priskin),M,29,175,75,Football,Football Men's Football,Gold
90911,Kristjan Palusalu,M,28,185,110,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Gold
90914,Marja-Helena Plvil,F,27,176,70,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
90936,Pan Feihong,F,27,173,57,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
90937,Pan Fengzhen,F,23,176,64,Hockey,Hockey Women's Hockey,Silver
90953,Josef Panek,M,38,180,92,Shooting,Shooting Mixed Skeet,Gold
90981,Yuriy Petrovych Panchenko,M,21,198,96,Volleyball,Volleyball Men's Volleyball,Gold
90983,Liudmyla Mykhailivna Panchuk (-Kolomiyets),F,20,173,71,Handball,Handball Women's Handball,Gold
90996,Mikls Pncsics,M,24,185,80,Football,Football Men's Football,Gold
91028,Umberto Panerai,M,23,187,80,Water Polo,Water Polo Men's Water Polo,Silver
91035,Aleksandr Vasilyevich Panfilov,M,19,175,75,Cycling,"Cycling Men's 1,000 metres Time Trial",Silver
91043,Pang Wei,M,22,178,77,Shooting,"Shooting Men's Air Pistol, 10 metres",Gold
91073,Herbert Pankau,M,23,176,70,Football,Football Men's Football,Bronze
91076,Nikolay Ivanovich Pankin,M,19,178,74,Swimming,Swimming Men's 100 metres Breaststroke,Bronze
91087,Viktor Aleksandrovich Pankrashkin,M,31,220,112,Basketball,Basketball Men's Basketball,Gold
91112,Kharikleia Pantazi,F,15,164,41,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
91145,Yury Borisovich Pantyukhov,M,24,175,75,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
91161,Aleksandr Eduardovich Panzhinsky,M,20,184,78,Cross Country Skiing,Cross Country Skiing Men's Sprint,Silver
91173,Gianfranco Paolucci,M,30,190,85,Fencing,"Fencing Men's epee, Team",Silver
91203,Sofia Papadopoulou,F,24,166,65,Sailing,Sailing Women's Three Person Keelboat,Bronze
91268,Samuele Papi,M,23,190,84,Volleyball,Volleyball Men's Volleyball,Silver
91275,Ulrich Papke,M,30,193,95,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
91300,Veryan Guy Henry Pappin,M,30,183,82,Hockey,Hockey Men's Hockey,Gold
91310,Ioana Cristina Papuc-Rotaru,F,20,183,79,Rowing,Rowing Women's Coxed Eights,Gold
91318,Karen Paquin,F,29,172,70,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
91361,Hansle George Parchment,M,22,196,90,Athletics,Athletics Men's 110 metres Hurdles,Bronze
91377,Juan Paredes Miranda,M,23,171,57,Boxing,Boxing Men's Featherweight,Bronze
91381,"Jennifer ""Jenny"" Pareja Lisalde",F,28,174,63,Water Polo,Water Polo Women's Water Polo,Silver
91382,Nicols Martn Pareja,M,24,177,70,Football,Football Men's Football,Gold
91397,Eduardo Paret Prez,M,23,170,80,Baseball,Baseball Men's Baseball,Gold
91398,Paula Beln Pareto,F,22,150,48,Judo,Judo Women's Extra-Lightweight,Bronze
91401,Vladimir Vladimirovich Parfenovich,M,21,192,90,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Gold
91427,"Zachary Justin ""Zach"" Parise",M,25,170,89,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
91430,Angelo Parisi,M,19,185,110,Judo,Judo Men's Open Class,Bronze
91431,Giovanni Parisi,M,20,168,57,Boxing,Boxing Men's Featherweight,Gold
91457,Park Chan-Suk,F,25,191,75,Basketball,Basketball Women's Basketball,Silver
91471,Park Do-Heon,M,24,185,87,Handball,Handball Men's Handball,Silver
91477,Park Eun-Chul,M,27,163,55,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",Bronze
91501,Park Gyeong-Wan,M,28,178,86,Baseball,Baseball Men's Baseball,Bronze
91514,Park Hye-Won,F,18,165,56,Short Track Speed Skating,"Short Track Speed Skating Women's 3,000 metres Relay",Gold
91521,Park In-Bee,F,28,168,65,Golf,Golf Women's Individual,Gold
91522,Park Jae-Hong,M,27,176,82,Baseball,Baseball Men's Baseball,Bronze
91528,Park Jang-Sun,M,20,171,73,Wrestling,"Wrestling Men's Lightweight, Freestyle",Silver
91544,Park Jin-Man,M,23,177,78,Baseball,Baseball Men's Baseball,Bronze
91553,Park Jong-Ho,M,27,176,75,Baseball,Baseball Men's Baseball,Bronze
91557,Park Jong-Wu,M,23,180,74,Football,Football Men's Football,Bronze
91558,Park Ju-Bong,M,27,182,68,Badminton,Badminton Men's Doubles,Gold
91563,Park Mi-Geum,F,20,173,66,Volleyball,Volleyball Women's Volleyball,Bronze
91583,Park Sang-Young,M,20,177,73,Fencing,"Fencing Men's epee, Individual",Gold
91587,Park Seok-Jin,M,28,179,75,Baseball,Baseball Men's Baseball,Bronze
91596,Park Seong-Hyeon,F,21,170,72,Archery,Archery Women's Individual,Gold
91600,Park Seong-Su,M,18,180,69,Archery,Archery Men's Individual,Silver
91609,Park Si-Heon,M,22,179,71,Boxing,Boxing Men's Light-Middleweight,Gold
91618,Park Sun-Ja,F,22,163,54,Hockey,Hockey Women's Hockey,Silver
91626,Park Yeong-Cheol,M,22,175,80,Judo,Judo Men's Middleweight,Bronze
91649,Candace Nicole Parker (-Williams),F,22,193,80,Basketball,Basketball Women's Basketball,Gold
91660,"Roger ""Jack"" Parker",M,20,187,84,Athletics,Athletics Men's Decathlon,Bronze
